iso3,country,region,subregion,disaggregation,disagg.value,section,continued_breastfeeding_1yr_2000,continued_breastfeeding_1yr_2001,continued_breastfeeding_1yr_2002,continued_breastfeeding_1yr_2003,continued_breastfeeding_1yr_2004,continued_breastfeeding_1yr_2005,continued_breastfeeding_1yr_2006,continued_breastfeeding_1yr_2007,continued_breastfeeding_1yr_2008,continued_breastfeeding_1yr_2009,continued_breastfeeding_1yr_2010,continued_breastfeeding_1yr_2011,continued_breastfeeding_1yr_2012,continued_breastfeeding_1yr_2013,continued_breastfeeding_1yr_2014,continued_breastfeeding_1yr_2015,continued_breastfeeding_1yr_2016,continued_breastfeeding_1yr_2017,continued_breastfeeding_1yr_2018,continued_breastfeeding_1yr_2019,continued_breastfeeding_1yr_2020,Dairy_2018,early_initiation_2000,early_initiation_2001,early_initiation_2002,early_initiation_2003,early_initiation_2004,early_initiation_2005,early_initiation_2006,early_initiation_2007,early_initiation_2008,early_initiation_2009,early_initiation_2010,early_initiation_2011,early_initiation_2012,early_initiation_2013,early_initiation_2014,early_initiation_2015,early_initiation_2016,early_initiation_2017,early_initiation_2018,early_initiation_2019,early_initiation_2020,exclusive_breastfeeding_2000,exclusive_breastfeeding_2001,exclusive_breastfeeding_2002,exclusive_breastfeeding_2003,exclusive_breastfeeding_2004,exclusive_breastfeeding_2005,exclusive_breastfeeding_2006,exclusive_breastfeeding_2007,exclusive_breastfeeding_2008,exclusive_breastfeeding_2009,exclusive_breastfeeding_2010,exclusive_breastfeeding_2011,exclusive_breastfeeding_2012,exclusive_breastfeeding_2013,exclusive_breastfeeding_2014,exclusive_breastfeeding_2015,exclusive_breastfeeding_2016,exclusive_breastfeeding_2017,exclusive_breastfeeding_2018,exclusive_breastfeeding_2019,exclusive_breastfeeding_2020,Fish_2018,Fruit_2018,Legumes_2018,minimum_accept_diet_2009,minimum_accept_diet_2010,minimum_accept_diet_2011,minimum_accept_diet_2012,minimum_accept_diet_2013,minimum_accept_diet_2014,minimum_accept_diet_2015,minimum_accept_diet_2016,minimum_accept_diet_2017,minimum_accept_diet_2018,minimum_accept_diet_2019,minimum_accept_diet_2020,minimum_diet_diversity_2005,minimum_diet_diversity_2006,minimum_diet_diversity_2007,minimum_diet_diversity_2008,minimum_diet_diversity_2009,minimum_diet_diversity_2010,minimum_diet_diversity_2011,minimum_diet_diversity_2012,minimum_diet_diversity_2013,minimum_diet_diversity_2014,minimum_diet_diversity_2015,minimum_diet_diversity_2016,minimum_diet_diversity_2017,minimum_diet_diversity_2018,minimum_diet_diversity_2019,minimum_diet_diversity_2020,minimum_meal_2006,minimum_meal_2009,minimum_meal_2010,minimum_meal_2011,minimum_meal_2012,minimum_meal_2013,minimum_meal_2014,minimum_meal_2015,minimum_meal_2016,minimum_meal_2017,minimum_meal_2018,minimum_meal_2019,minimum_meal_2020,Nuts_2018,Red meat_2018,solid_foods_2000,solid_foods_2001,solid_foods_2002,solid_foods_2003,solid_foods_2004,solid_foods_2005,solid_foods_2006,solid_foods_2007,solid_foods_2008,solid_foods_2009,solid_foods_2010,solid_foods_2011,solid_foods_2012,solid_foods_2013,solid_foods_2014,solid_foods_2015,solid_foods_2016,solid_foods_2017,solid_foods_2018,solid_foods_2019,solid_foods_2020,Vegetables_2018,Whole grains_2018
ALB,Albania,Europe,Southern Europe,age,0-1 month,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,,,,,4.36,,,,62.25,,,,,,,,45.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,Europe,Southern Europe,age,12-15 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.17,,,,,,,,70.22,,,,,,,,61.92,,,,,,,,,,,,,38.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,Europe,Southern Europe,age,12-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,,,,,,,,74.31,,,,,,,,59.82,,,,,,,,,,,,,44.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,Europe,Southern Europe,age,16-19 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.22,,,,,,,,75.82,,,,,,,,52.1,,,,,,,,,,,,,49.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,Europe,Southern Europe,age,2-3 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14,,,,,6.42,,,,39.36,,,,,,,,41.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,Europe,Southern Europe,age,20-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.53,,,,,,,,78.18,,,,,,,,64.95,,,,,,,,,,,,,44.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,Europe,Southern Europe,age,4-5 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,0,,,,17.61,,,,,,,,24.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,Europe,Southern Europe,age,6-11 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.38,,,,,,,,39.18,,,,,,,,39.86,,,,,,,,,,,,,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,Europe,Southern Europe,education,None or primary,Diet,39.14,,,,,,,,,46.53,,,,,,,,48.93,,,,,,,,,,,,,,43.07,,,,,,,,53.38,,,,2.72,,,,,,,,,38.34,,,,,,,,35.3,,,,,,,,,,,,,,,25.22,,,,,,,,59.35,,,,,,,,52.55,,,,,,,,,,,,,43.71,,,,,,,,,,,,,,,72.92,,,,,,,,88.68,,,,,
ALB,Albania,Europe,Southern Europe,education,Secondary or higher,Diet,34.46,,,,,42.08,,,,41.37,,,,,,,,37.35,,,,,,,,,,29.9,,,,44.14,,,,,,,,59.09,,,,9.18,,,,,3.39,,,,34.72,,,,,,,,37.49,,,,,,,,,,,,,,,27.67,,,,,,,,69.89,,,,,,,,52.46,,,,,,,,,,,,,46.95,,,,,,,,,,,82.94,,,,,,,,,,,,88.41,,,,,
ALB,Albania,Europe,Southern Europe,location,National,Diet,,,,,,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.69,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,4.4,,,,,,,,,,,,,,,,,,,,,,0.43,0.25
ALB,Albania,Europe,Southern Europe,location,Regional,Diet,,,,,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.65,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,5.86,,,,,,,,,,,,,,,,,,,,,,0.56,0.42
ALB,Albania,Europe,Southern Europe,location,Rural,Diet,41.04,,,,,43.18,,,,48.23,,,,,,,,42.82,,,,,,,,,,28.69,,,,44.79,,,,,,,,50.3,,,,5.52,,,,,3.66,,,,37.09,,,,,,,,28.98,,,,,,,,,,,,,,,23.64,,,,,,,,61.44,,,,,,,,55.94,,,,,,,,,,,,,45.09,,,,,,,,,,,83.6,,,,69.23,,,,,,,,87.16,,,,,
ALB,Albania,Europe,Southern Europe,location,Sub-regional,Diet,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,0.81,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,4.78,,,,,,,,,,,,,,,,,,,,,,0.55,0.25
ALB,Albania,Europe,Southern Europe,location,Target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
ALB,Albania,Europe,Southern Europe,location,Urban,Diet,30.09,,,,,40.79,,,,39.47,,,,,,,,43.54,,,,,,,,,,32.23,,,,41.53,,,,,,,,61.2,,,,7.69,,,,,2.88,,,,37.25,,,,,,,,42.27,,,,,,,,,,,,,,,28.72,,,,,,,,65.43,,,,,,,,49.95,,,,,,,,,,,,,45.76,,,,,,,,,,,,,,,85.47,,,,,,,,89.52,,,,,
ALB,Albania,Europe,Southern Europe,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
ALB,Albania,Europe,Southern Europe,sex,Both,Diet,37.04,,,,,42.38,,,,44.64,,,,,,,,43.21,,,,,,,,,,29.89,,,,43.45,,,,,,,,56.52,,,,6.27,,,,,3.39,,,,37.14,,,,,,,,36.54,,,,,,,,,,,,,,,26.56,,,,,,,,63.18,,,,,,,,52.5,,,,,,,,,,,,,45.48,,,,,,,,,,,84.38,,,,77.04,,,,,,,,88.51,,,,,
ALB,Albania,Europe,Southern Europe,sex,Boys,Diet,35.37,,,,,42.26,,,,48.89,,,,,,,,45.84,,,,,,,,,,,,,,47.29,,,,,,,,53.01,,,,8.11,,,,,4.21,,,,36.19,,,,,,,,34.71,,,,,,,,,,,,,,,25.1,,,,,,,,62.99,,,,,,,,54.75,,,,,,,,,,,,,42.89,,,,,,,,,,,,,,,81.02,,,,,,,,92.01,,,,,
ALB,Albania,Europe,Southern Europe,sex,Girls,Diet,39.02,,,,,42.54,,,,39.69,,,,,,,,40.41,,,,,,,,,,,,,,38.57,,,,,,,,60.01,,,,4.69,,,,,2.41,,,,38.31,,,,,,,,38.35,,,,,,,,,,,,,,,28,,,,,,,,63.42,,,,,,,,50.28,,,,,,,,,,,,,48.03,,,,,,,,,,,,,,,71.42,,,,,,,,85.02,,,,,
ALB,Albania,Europe,Southern Europe,wealth,Highest,Diet,55.03,,,,,27.57,,,,35.59,,,,,,,,36.58,,,,,,,,,,36.33,,,,43.49,,,,,,,,77.83,,,,,,,,,,,,,46.75,,,,,,,,33.19,,,,,,,,,,,,,,,28.76,,,,,,,,66.13,,,,,,,,48.15,,,,,,,,,,,,,48.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,Europe,Southern Europe,wealth,Lowest,Diet,29.07,,,,,40.25,,,,38.46,,,,,,,,38.17,,,,,,,,,,29.6,,,,44.64,,,,,,,,41.91,,,,4.15,,,,,,,,,33.21,,,,,,,,34.11,,,,,,,,,,,,,,,20.15,,,,,,,,53.84,,,,,,,,45.79,,,,,,,,,,,,,37.86,,,,,,,,,,,,,,,,,,,,,,,82.88,,,,,
ALB,Albania,Europe,Southern Europe,wealth,Middle,Diet,29.29,,,,,62.9,,,,45.56,,,,,,,,46.01,,,,,,,,,,18.25,,,,40.47,,,,,,,,52.36,,,,,,,,,,,,,48.75,,,,,,,,41.4,,,,,,,,,,,,,,,31.21,,,,,,,,64.01,,,,,,,,59.18,,,,,,,,,,,,,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,Europe,Southern Europe,wealth,Second highest,Diet,33.36,,,,,31.87,,,,52.8,,,,,,,,48.1,,,,,,,,,,32.53,,,,50.49,,,,,,,,61.33,,,,,,,,,,,,,21.75,,,,,,,,38.51,,,,,,,,,,,,,,,29.45,,,,,,,,73.43,,,,,,,,57.73,,,,,,,,,,,,,47.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,Europe,Southern Europe,wealth,Second lowest,Diet,35.8,,,,,49.62,,,,49.74,,,,,,,,46.78,,,,,,,,,,34.09,,,,38.22,,,,,,,,52.62,,,,11.39,,,,,,,,,,,,,,,,,33.52,,,,,,,,,,,,,,,24.31,,,,,,,,58.87,,,,,,,,52.19,,,,,,,,,,,,,47.5,,,,,,,,,,,,,,,,,,,,,,,82.48,,,,,
AND,Andorra,Europe,Southern Europe,,,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,Asia,Western Asia,location,National,Diet,,,,,,,,,,,,,,,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,0.54,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,2.12,,,,,,,,,,,,,,,,,,,,,,0.41,0.3
ARE,United Arab Emirates,Asia,Western Asia,location,Regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.35,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,3.52,,,,,,,,,,,,,,,,,,,,,,0.69,0.42
ARE,United Arab Emirates,Asia,Western Asia,location,Sub-regional,Diet,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.5,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,3.49,,,,,,,,,,,,,,,,,,,,,,0.39,0.14
ARE,United Arab Emirates,Asia,Western Asia,location,Target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
ARE,United Arab Emirates,Asia,Western Asia,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
ARG,Argentina,Latin America and the Caribbean,South America,age,0-1 month,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,age,12-15 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,age,12-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,age,16-19 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,age,2-3 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,age,20-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,age,4-5 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,age,6-11 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,education,None or primary,Diet,,,,,,,,,,,,48.47,,,,,,,,,,,,,,,,,,,,,,56.44,,,,,,,,,,,,,,,,,,,,,27.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.44,,,,,,,,,,,,,,,,,,,,,,,94.32,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,education,Secondary or higher,Diet,,,,,,,,,,,,37.29,,,,,,,,,,,,,,,,,,,,,,51.94,,,,,,,,,,,,,,,,,,,,,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45,,,,,,,,,,,,,,,,,,,,,,,97.2,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,location,National,Diet,,,,,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.47,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,6.19,,,,,,,,,,,,,,,,,,,,,,0.41,0.09
ARG,Argentina,Latin America and the Caribbean,South America,location,Regional,Diet,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.55,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,4.95,,,,,,,,,,,,,,,,,,,,,,0.4,0.13
ARG,Argentina,Latin America and the Caribbean,South America,location,Sub-regional,Diet,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.5,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,5.55,,,,,,,,,,,,,,,,,,,,,,0.33,0.13
ARG,Argentina,Latin America and the Caribbean,South America,location,Target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
ARG,Argentina,Latin America and the Caribbean,South America,location,Urban,Diet,,,,,,,,,,,,39.1,,,,,,,,,,,,,,,,,,,,,,52.74,,,,,,,,,,,,,,,,,,,,,31.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.86,,,,,,,,,,,,,,,,,,,,,,,96.61,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
ARG,Argentina,Latin America and the Caribbean,South America,sex,Both,Diet,,,,,,,,,,,,39.1,,,,,,,,,,,,,,,,,,,,,,52.74,,,,,,,,56.5,,,,,,,,,,,,,31.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.86,,,,,,,,,,,,,,,,,,,,,,,96.61,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,sex,Boys,Diet,,,,,,,,,,,,38.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.35,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,sex,Girls,Diet,,,,,,,,,,,,39.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.28,,,,,,,,,,,,,,,,,,,,,,,97.27,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,wealth,Highest,Diet,,,,,,,,,,,,32.99,,,,,,,,,,,,,,,,,,,,,,55.52,,,,,,,,,,,,,,,,,,,,,55.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.03,,,,,,,,,,,,,,,,,,,,,,,96.05,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,wealth,Lowest,Diet,,,,,,,,,,,,48.53,,,,,,,,,,,,,,,,,,,,,,56.87,,,,,,,,,,,,,,,,,,,,,28.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.97,,,,,,,,,,,,,,,,,,,,,,,97.66,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,wealth,Middle,Diet,,,,,,,,,,,,35.58,,,,,,,,,,,,,,,,,,,,,,54.47,,,,,,,,,,,,,,,,,,,,,31.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.21,,,,,,,,,,,,,,,,,,,,,,,97.13,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,wealth,Second highest,Diet,,,,,,,,,,,,28.89,,,,,,,,,,,,,,,,,,,,,,47.77,,,,,,,,,,,,,,,,,,,,,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.32,,,,,,,,,,,,,,,,,,,,,,,98.14,,,,,,,,,,,
ARG,Argentina,Latin America and the Caribbean,South America,wealth,Second lowest,Diet,,,,,,,,,,,,42.34,,,,,,,,,,,,,,,,,,,,,,47.28,,,,,,,,,,,,,,,,,,,,,28.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.87,,,,,,,,,,,,,,,,,,,,,,,93.99,,,,,,,,,,,
ARM,Armenia,Asia,Western Asia,age,0-1 month,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4,,,,,55.43,,,,,72.71,,,,,,79.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Armenia,Asia,Western Asia,age,12-15 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.92,,,,,,28.42,,,,,61.35,,,,,51.53,,,,,,47.76,,,,,,,71.44,,,,,,64.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Armenia,Asia,Western Asia,age,12-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.43,,,,,,25.7,,,,,63.51,,,,,58.37,,,,,,43.31,,,,,,,60.32,,,,,,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Armenia,Asia,Western Asia,age,16-19 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,,,,,,18.98,,,,,59.68,,,,,66.46,,,,,,36.13,,,,,,,56.74,,,,,,58.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Armenia,Asia,Western Asia,age,2-3 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.84,,,,,24.17,,,,,35.07,,,,,,57.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Armenia,Asia,Western Asia,age,20-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.17,,,,,,32.05,,,,,69.36,,,,,55.24,,,,,,48.06,,,,,,,51.84,,,,,,66.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Armenia,Asia,Western Asia,age,4-5 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,,,,,24.02,,,,,15.49,,,,,,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Armenia,Asia,Western Asia,age,6-11 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,,,,,,16.35,,,,,38.91,,,,,31.28,,,,,,23.93,,,,,,,60.02,,,,,,62.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Armenia,Asia,Western Asia,education,None or primary,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,,,,,,34.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,55.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Armenia,Asia,Western Asia,education,Secondary or higher,Diet,23.55,,,,,26.7,,,,,28.73,,,,,,27.54,,,,,,24.54,,,,,32.57,,,,,35.49,,,,,,41.28,,,,,29.64,,,,,31.97,,,,,33.6,,,,,,45.22,,,,,,,,,29.18,,,,,,23.13,,,,,55.19,,,,,49.27,,,,,,37.98,,,,,,,59.81,,,,,,62.82,,,,,,,79.72,,,,,90.94,,,,,74.72,,,,,,89.46,,,,,,
ARM,Armenia,Asia,Western Asia,location,National,Diet,,,,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,0.46,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,4.45,,,,,,,,,,,,,,,,,,,,,,0.32,0.19
